Year,Month,Provinces,Region,Occupancy rate,Number of guests (people),Total number of visitors (people),Number of Thai visitors (people),Number of foreign visitors (people),Income from visitors (million baht),Income from Thai visitors (million baht),Income from foreign visitors (million baht)
2020,1,Ratchaburi,Central,72.78,84723,239500,235148,4352,449.36,439.39,9.97
2020,1,Rayong,Eastern,65.73,359238,617597,553520,64077,2366.44,1946.11,420.33
2020,1,Roi Et,Northeastern,58.69,42487,84003,83226,777,112.93,111.29,1.64
2020,1,Sa Kaeo,Eastern,49.25,68404,193291,162445,30846,580.4,489.95,90.45
2020,1,Sakon Nakhon,Northeastern,64.41,62304,113762,113368,394,233.37,232.2,1.17
2020,1,Samut Prakan,Central,69.55,86797,399020,202234,196786,745.26,303.53,441.73
2020,1,Samut Sakhon,Central,58.37,55591,101472,101051,421,167.13,166.41,0.72
2020,1,Samut Songkhram,Central,69.52,59982,190391,186751,3640,328.85,321.9,6.95
2020,1,Saraburi,Central,59.71,81682,195397,189741,5656,321.86,310.28,11.58
2020,1,Satun,Southern,72.77,79526,194605,175636,18969,1659.28,1563.93,95.35
2020,1,Si Sa Ket,Northeastern,65.69,43025,183945,181515,2430,276.73,270.58,6.15
2020,1,Sing Buri,Central,57.93,13873,43540,43326,214,61.74,61.4,0.34
2020,1,Songkhla,Southern,82.05,455523,827668,543218,284450,7356.25,3896.67,3459.58
2020,1,Sukhothai,Northern,66.86,80615,140701,100563,40138,322.83,192.94,129.89
2020,1,Suphan Buri,Central,85.81,86973,223794,222232,1562,469.1,466.67,2.43
2020,1,Surat Thani,Southern,69.1,444734,491605,156940,334665,9852.87,1172.06,8680.81
2020,1,Surin,Northeastern,58.12,89530,121634,118435,3199,310.63,300.52,10.11
2020,1,Tak,Northern,75.73,179957,238235,232580,5655,722.11,701.82,20.29
2020,1,Trang,Southern,67.6,125148,165681,142629,23052,1236.73,1019.8,216.93
2020,1,Trat,Eastern,72.26,184137,198359,126273,72086,1901.57,826.18,1075.39
2020,1,Ubon Ratchathani,Northeastern,71.5,135215,289283,272251,17032,926.6,846.62,79.98
2020,1,Udon Thani,Northeastern,83.19,181587,285057,268125,16932,790.75,709.88,80.87
2020,1,Uthai Thani,Northern,49.78,35301,83459,83146,313,139.77,138.69,1.08
2020,1,Uttaradit,Northern,60.58,61478,122631,121682,949,251.23,249.15,2.08
2020,1,Yala,Southern,48.36,46228,49911,8873,41038,227.8,35.24,192.56
2020,1,Yasothon,Northeastern,50.85,14569,48262,46756,1506,61.58,58.38,3.2
2020,2,Amnat Charoen,Northeastern,56.73,7510,19126,18394,732,30.23,28.57,1.66
2020,2,Ang Thong,Central,59.3,13461,76997,73479,3518,103.38,99.4,3.98
2020,2,Ayutthaya,Central,50.54,70417,375100,282929,92171,784.14,583.79,200.35
2020,2,Bangkok,Central,68.37,2388329,3525522,2259097,1266425,48826.43,18810.39,30016.04
2020,2,Bueng Kan,Northeastern,50.28,25036,43501,43335,166,92.09,91.67,0.42
2020,2,Buriram,Northeastern,60.05,83002,137005,133846,3159,282.46,277.18,5.28
2020,2,Chachoengsao,Eastern,42.51,26152,123664,122264,1400,143.84,142.04,1.8
2020,2,Chai Nat,Central,58.98,18283,54383,54023,360,71.64,71.04,0.6
2020,2,Chaiyaphum,Northeastern,40.28,40467,66801,66384,417,90.39,89.29,1.1
2020,2,Chanthaburi,Eastern,57.05,95216,262355,257162,5193,880.06,843.27,36.79
2020,2,Chiang Mai,Northern,58.47,559458,696035,530347,165688,7370.17,5130.88,2239.29
2020,2,Chiang Rai,Northern,48.63,245632,262505,228021,34484,1873,1578.33,294.67
2020,2,Chonburi,Eastern,46.07,583921,636605,329571,307034,9151.21,2213.66,6937.55
2020,2,Chumphon,Southern,49.47,72786,90369,83511,6858,390.6,356.78,33.82
2020,2,Kalasin,Northeastern,53.71,18427,56357,55963,394,83.61,82.7,0.91
2020,2,Kamphaeng Phet,Northern,45.29,34780,55715,53773,1942,116.62,110.25,6.37
2020,2,Kanchanaburi,Central,59.78,247674,546651,524705,21946,1941.2,1817.81,123.39
2020,2,Khon Kaen,Northeastern,48.3,167450,412000,406262,5738,1329.19,1310.1,19.09
2020,2,Krabi,Southern,64.85,333069,427837,209565,218272,9033.43,3630.79,5402.64
2020,2,Lampang,Northern,60.43,51479,87287,78082,9205,251.55,205.67,45.88
2020,2,Lamphun,Northern,53.84,18849,84386,79719,4667,131.49,122.48,9.01
2020,2,Loei,Northeastern,61.51,95837,155403,153612,1791,351.67,344.8,6.87
2020,2,Lop Buri,Central,52.2,35051,190373,188783,1590,319.55,315.68,3.87
2020,2,Mae Hong Son,Northern,53.52,90999,96207,74330,21877,449.48,278.79,170.69
2020,2,Maha Sarakham,Northeastern,46.09,27567,44096,43150,946,70.3,69,1.3
2020,2,Mukdahan,Northeastern,56.81,55621,170496,159435,11061,312.91,286.72,26.19
2020,2,Nakhon Nayok,Eastern,50.72,100645,201610,199829,1781,612.17,607.28,4.89
2020,2,Nakhon Pathom,Central,60.59,96051,195745,187142,8603,275.72,263.33,12.39
2020,2,Nakhon Phanom,Northeastern,62.16,44580,109137,104503,4634,233.82,227.46,6.36
2020,2,Nakhon Ratchasima,Northeastern,70.08,404857,747501,728203,19298,1932.15,1840.47,91.68
2020,2,Nakhon Sawan,Northern,56.72,100752,158447,152429,6018,294.46,286.03,8.43
2020,2,Nakhon Si Thammarat,Southern,51.4,153356,226500,218609,7891,806.59,778.82,27.77
2020,2,Nan,Northern,64.72,73239,87248,84997,2251,256.82,245.99,10.83
2020,2,Narathiwat,Southern,47.13,44755,52071,25727,26344,192.98,72.11,120.87
2020,2,Nong Bua Lamphu,Northeastern,50.27,11792,30423,30309,114,31.51,31.34,0.17
2020,2,Nong Khai,Northeastern,60.8,87202,191258,137915,53343,411.5,333.65,77.85
2020,2,Nonthaburi,Central,52.08,56271,188108,182633,5475,280.47,262.99,17.48
2020,2,Pathum Thani,Central,45.4,38020,125549,116657,8892,159.12,144.23,14.89
2020,2,Pattani,Southern,42.24,15457,19262,19015,247,73.31,72.15,1.16
2020,2,Phangnga,Southern,61.64,80645,258799,75732,183067,3437.3,470.74,2966.56
2020,2,Phatthalung,Southern,58.48,54688,94205,93606,599,147.34,145.35,1.99
2020,2,Phayao,Northern,53.02,23868,56012,53537,2475,103.38,99.99,3.39
2020,2,Phetchabun,Northern,55.76,146577,176028,174458,1570,608.41,603.99,4.42
2020,2,Phetchaburi,Central,61.09,268846,531193,500721,30472,1704.79,1467.89,236.9
2020,2,Phichit,Northern,47.29,38839,52701,52330,371,111.8,111.22,0.58
2020,2,Phitsanulok,Northern,58.64,157604,295413,276914,18499,762.32,702.62,59.7
2020,2,Phrae,Northern,53.16,27037,63890,56343,7547,139.63,112.13,27.5
2020,2,Phuket,Southern,56.13,853419,889508,294633,594875,29126.7,4211.59,24915.11
2020,2,Prachin Buri,Eastern,46.87,60975,108111,102019,6092,302.75,282.73,20.02
2020,2,Prachuap Khiri Khan,Central,53.11,234637,389358,329446,59912,2338.97,1745.55,593.42
2020,2,Ranong,Southern,57.67,77074,98829,92304,6525,354.04,308.09,45.95
2020,2,Ratchaburi,Central,50.34,47897,124885,122819,2066,246.03,240.9,5.13
2020,2,Rayong,Eastern,53.95,285075,457634,415288,42346,1772.65,1490.33,282.32
2020,2,Roi Et,Northeastern,49.77,34261,66867,66255,612,90.65,89.36,1.29
2020,2,Sa Kaeo,Eastern,44.43,56015,140688,136056,4632,423.8,410.96,12.84
2020,2,Sakon Nakhon,Northeastern,54.93,51270,90256,89989,267,187.99,187.1,0.89
2020,2,Samut Prakan,Central,46.98,59573,189176,89213,99963,365.53,130.51,235.02
2020,2,Samut Sakhon,Central,61.43,53604,84621,84329,292,144.37,143.85,0.52
2020,2,Samut Songkhram,Central,61.11,51832,159881,157065,2816,274.58,269.28,5.3
2020,2,Saraburi,Central,50.91,62116,125859,123787,2072,215.48,211.19,4.29
2020,2,Satun,Southern,67.32,62626,143598,130525,13073,1180.06,1111.31,68.75
2020,2,Si Sa Ket,Northeastern,59.38,35864,149774,147936,1838,228.87,223.94,4.93
2020,2,Sing Buri,Central,54.21,12417,35266,35109,157,50.77,50.49,0.28
2020,2,Songkhla,Southern,47.71,262792,321741,224797,96944,2876.97,1624.1,1252.87
2020,2,Sukhothai,Northern,56.87,66541,113202,75373,37829,269.31,143.1,126.21
2020,2,Suphan Buri,Central,71.95,69809,165744,164644,1100,343.36,341.55,1.81
2020,2,Surat Thani,Southern,60.55,363612,365521,168436,197085,6620.44,1286.6,5333.84
2020,2,Surin,Northeastern,55.35,70264,93827,91310,2517,226.86,218.08,8.78
2020,2,Tak,Northern,65.23,147648,194219,189857,4362,557.85,541.98,15.87
2020,2,Trang,Southern,63.38,108572,132492,110438,22054,995.4,776.36,219.04
2020,2,Trat,Eastern,67.36,136968,148117,92557,55560,1409.87,598.74,811.13
2020,2,Ubon Ratchathani,Northeastern,63.04,105265,228071,213551,14520,736.14,666.16,69.98
2020,2,Udon Thani,Northeastern,79.67,156229,238576,224242,14334,640.72,570.28,70.44
2020,2,Uthai Thani,Northern,48.17,31556,73017,72761,256,120.11,119.21,0.9
2020,2,Uttaradit,Northern,49.35,48167,91269,90504,765,187.16,185.41,1.75
2020,2,Yala,Southern,29.48,26959,28277,8288,19989,130.14,34.11,96.03
2020,2,Yasothon,Northeastern,53.86,13159,45530,44114,1416,59.21,56,3.21
2020,3,Amnat Charoen,Northeastern,9.42,1295,3199,3117,82,4.75,4.57,0.18
2020,3,Ang Thong,Central,8.63,2025,13506,13463,43,16.49,16.44,0.05
2020,3,Ayutthaya,Central,17.77,29532,63597,55179,8418,123.84,105.72,18.12
2020,3,Bangkok,Central,18.43,601577,1184699,816815,367884,14740.85,6403.18,8337.67
2020,3,Bueng Kan,Northeastern,13.16,7461,13305,13279,26,24.85,24.79,0.06
2020,3,Buriram,Northeastern,9.7,15274,25658,25370,288,44.81,44.42,0.39
2020,3,Chachoengsao,Eastern,9.42,5996,40922,40848,74,46.1,46.01,0.09
2020,3,Chai Nat,Central,10.92,3363,10295,10227,68,13.16,13.05,0.11
2020,3,Chaiyaphum,Northeastern,12.06,12328,23996,23447,549,30.53,29.42,1.11
2020,3,Chanthaburi,Eastern,22.01,41984,79427,79361,66,227.46,227.01,0.45
2020,3,Chiang Mai,Northern,24.32,355162,411040,351724,59316,3505.46,2741.71,763.75
2020,3,Chiang Rai,Northern,22.58,170335,175695,167310,8385,1097.22,1028.26,68.96
2020,3,Chonburi,Eastern,20.45,395701,435885,360208,75677,3731.03,1898.13,1832.9
2020,3,Chumphon,Southern,21.53,33032,41173,38927,2246,165.94,155.21,10.73
2020,3,Kalasin,Northeastern,11.07,4112,11147,11134,13,15.54,15.52,0.02
2020,3,Kamphaeng Phet,Northern,14.83,19848,31742,31559,183,61.07,60.51,0.56
2020,3,Kanchanaburi,Central,17.77,144292,286409,275342,11067,906.36,842.03,64.33
2020,3,Khon Kaen,Northeastern,17.12,60261,159218,157886,1332,456.35,452.06,4.29
2020,3,Krabi,Southern,20.1,112978,161729,142746,18983,2393.23,1943.69,449.54
2020,3,Lampang,Northern,28.53,33368,46181,44585,1596,113.33,105.49,7.84
2020,3,Lamphun,Northern,23.6,12423,36131,35831,300,51.79,51.24,0.55
2020,3,Loei,Northeastern,8.54,14048,23005,22868,137,45.45,44.98,0.47
2020,3,Lop Buri,Central,19.78,14581,78793,78385,408,138.97,138.05,0.92
2020,3,Mae Hong Son,Northern,10.85,34613,36024,31688,4336,140.32,108.54,31.78
2020,3,Maha Sarakham,Northeastern,9.88,6528,11152,10968,184,16.98,16.74,0.24
2020,3,Mukdahan,Northeastern,14.75,16479,50071,48153,1918,78.64,74.43,4.21
2020,3,Nakhon Nayok,Eastern,22.7,71912,127611,127459,152,372.08,371.71,0.37
2020,3,Nakhon Pathom,Central,19.98,32404,77042,76549,493,109.1,108.41,0.69
2020,3,Nakhon Phanom,Northeastern,16.27,12044,26771,25910,861,52.01,50.96,1.05
2020,3,Nakhon Ratchasima,Northeastern,20.34,133757,210672,205743,4929,468.69,445.91,22.78
2020,3,Nakhon Sawan,Northern,20.76,49958,68791,68496,295,117.85,117.46,0.39
2020,3,Nakhon Si Thammarat,Southern,20.17,76650,133022,129239,3783,451.65,438.99,12.66
2020,3,Nan,Northern,23.02,38213,40195,39804,391,105.29,103.47,1.82
2020,3,Narathiwat,Southern,19.88,20614,27466,11675,15791,94.97,27.58,67.39
2020,3,Nong Bua Lamphu,Northeastern,5.98,1445,3693,3688,5,3.96,3.95,0.01
2020,3,Nong Khai,Northeastern,10.92,16697,33311,26849,6462,67.25,58.51,8.74
2020,3,Nonthaburi,Central,7.88,8526,40214,37510,2704,56.28,48.04,8.24
2020,3,Pathum Thani,Central,6.81,5466,17862,15908,1954,22.81,19.56,3.25
2020,3,Pattani,Southern,24.94,9582,12146,12062,84,44.62,44.26,0.36
2020,3,Phangnga,Southern,22.31,31591,64015,42625,21390,537.31,235.76,301.55
2020,3,Phatthalung,Southern,19.88,20396,37646,37577,69,53.97,53.78,0.19
2020,3,Phayao,Northern,22.83,15090,24203,24174,29,41.34,41.3,0.04
2020,3,Phetchabun,Northern,30.58,104893,121647,121440,207,378.89,378.35,0.54
2020,3,Phetchaburi,Central,26.05,162949,230838,219100,11738,595.93,510.2,85.73
2020,3,Phichit,Northern,17.54,17828,22190,22168,22,44.34,44.31,0.03
2020,3,Phitsanulok,Northern,34.12,112834,140642,137492,3150,323.93,314.49,9.44
2020,3,Phrae,Northern,17.89,15969,24777,23679,1098,45.47,41.51,3.96
2020,3,Phuket,Southern,26.53,354012,390057,294931,95126,7239.31,3374.03,3865.28
2020,3,Prachin Buri,Eastern,24.63,42395,66725,64843,1882,188.94,183.05,5.89
2020,3,Prachuap Khiri Khan,Central,22.5,126196,206331,194789,11542,950.19,824.34,125.85
2020,3,Ranong,Southern,16.21,24758,33188,32359,829,100.13,94.72,5.41
2020,3,Ratchaburi,Central,21.6,31770,71160,70692,468,125.93,124.99,0.94
2020,3,Rayong,Eastern,24.83,167636,215401,202335,13066,701.83,616.26,85.57
2020,3,Roi Et,Northeastern,14.32,8418,16642,16497,145,20.91,20.6,0.31
2020,3,Sa Kaeo,Eastern,20.84,36480,65144,64282,862,193.12,190.61,2.51
2020,3,Sakon Nakhon,Northeastern,13.44,14135,25648,25622,26,47.13,47.06,0.07
2020,3,Samut Prakan,Central,12.96,20017,55191,45861,9330,83.04,62.86,20.18
2020,3,Samut Sakhon,Central,11.48,10745,19550,19531,19,31.8,31.77,0.03
2020,3,Samut Songkhram,Central,21.56,28963,62330,60576,1754,97.28,94,3.28
2020,3,Saraburi,Central,13.1,16991,39356,38758,598,66.3,65.09,1.21
2020,3,Satun,Southern,20.93,23815,47899,43385,4514,341.22,319.93,21.29
2020,3,Si Sa Ket,Northeastern,15.52,9395,41154,40968,186,54.69,54.22,0.47
2020,3,Sing Buri,Central,16.9,4079,13946,13887,59,18.93,18.84,0.09
2020,3,Songkhla,Southern,19.67,110982,204614,150759,53855,1584.53,948.13,636.4
2020,3,Sukhothai,Northern,14.85,26484,34927,29708,5219,68.52,51.85,16.67
2020,3,Suphan Buri,Central,32.63,42559,76234,75601,633,157.76,156.84,0.92
2020,3,Surat Thani,Southern,23.76,119803,133074,89211,43863,1673.92,601.16,1072.76
2020,3,Surin,Northeastern,13.84,19765,26589,26196,393,61.21,59.99,1.22
2020,3,Tak,Northern,32.47,93563,112520,111678,842,302.7,299.91,2.79
2020,3,Trang,Southern,22.34,40328,51544,48134,3410,326.15,296.17,29.98
2020,3,Trat,Eastern,25.13,77163,72217,51632,20585,589.32,289.69,299.63
2020,3,Ubon Ratchathani,Northeastern,16.16,30248,66228,63244,2984,180.29,167.03,13.26
2020,3,Udon Thani,Northeastern,12.08,25455,40606,37282,3324,106.62,91.13,15.49
2020,3,Uthai Thani,Northern,16.49,16303,26916,26864,52,42.53,42.35,0.18
2020,3,Uttaradit,Northern,11.83,18557,33424,33342,82,63.52,63.34,0.18
2020,3,Yala,Southern,24.07,22779,24289,2358,21931,108.71,9.39,99.32
2020,3,Yasothon,Northeastern,10.04,2712,9698,9682,16,11.58,11.55,0.03
2020,4,Ayutthaya,Central,0.02,18,18,14,4,0.07,0.02,0.05
2020,4,Bangkok,Central,8.28,252452,252452,109420,143032,8147.07,434.06,7713.01
2020,4,Chiang Mai,Northern,0.78,3523,3523,2707,816,41.14,19.46,21.68
2020,4,Chiang Rai,Northern,1.14,2113,2113,1311,802,28.46,7.16,21.3
2020,4,Chonburi,Eastern,1.54,10275,10275,0,10275,573.5,0,573.5
2020,4,Kamphaeng Phet,Northern,1.97,589,589,556,33,1.92,1.04,0.88
2020,4,Krabi,Southern,0.09,391,391,0,391,25.38,0,25.38
2020,4,Mae Hong Son,Northern,1.42,1162,1162,974,188,8.14,3.15,4.99
2020,4,Nakhon Sawan,Northern,3.24,1893,1893,1870,23,3.9,3.29,0.61
2020,4,Narathiwat,Southern,0.03,25,25,0,25,1.62,0,1.62
2020,4,Pattani,Southern,0.1,35,35,0,35,2.27,0,2.27
2020,4,Phangnga,Southern,1.4,1479,1479,0,1479,96.02,0,96.02
2020,4,Phayao,Northern,0.86,10,10,0,10,0.52,0.25,0.27
2020,4,Phetchabun,Northern,0.52,6,6,0,6,1.8,1.64,0.16
2020,4,Phetchaburi,Central,0,109,109,0,109,3.09,0,3.09
2020,4,Phichit,Northern,2.07,17,17,0,17,0.98,0.53,0.45
2020,4,Phitsanulok,Northern,2.12,2084,2084,1981,103,6.58,3.84,2.74
2020,4,Phuket,Southern,0.35,4281,4281,0,4281,277.92,0,277.92
2020,4,Prachin Buri,Eastern,0.02,20,20,0,20,1.11,0,1.11
2020,4,Prachuap Khiri Khan,Central,0,419,419,0,419,11.87,0,11.87
2020,4,Ranong,Southern,0.13,316,316,300,16,1.31,0.27,1.04
2020,4,Roi Et,Northeastern,0.04,26,26,0,26,0.28,0,0.28
2020,4,Samut Songkhram,Central,0.01,8,8,0,8,0.23,0,0.23
2020,4,Satun,Southern,0.1,84,84,0,84,5.45,0,5.45
2020,4,Songkhla,Southern,0.1,528,528,0,528,39.52,5.24,34.28
2020,4,Sukhothai,Northern,0.31,369,369,307,62,2.19,0.54,1.65
2020,4,Surat Thani,Southern,2,10741,10741,563,10178,660.75,0,660.75
2020,4,Trang,Southern,0.04,252,252,0,252,16.36,0,16.36
2020,4,Trat,Eastern,0.25,592,592,0,592,32.8,0,32.8
2020,4,Uttaradit,Northern,2.48,873,873,856,17,2.34,1.89,0.45
2020,4,Yala,Southern,0.1,56,56,0,56,3.64,0,3.64
2020,5,Bangkok,Central,11.27,424761,516530,378984,137546,8720.92,1653.74,7067.18
2020,5,Chiang Mai,Northern,1.73,16125,12212,11629,583,98.88,83.39,15.49
2020,5,Chiang Rai,Northern,6.84,10929,10929,10562,367,63.68,53.93,9.75
2020,5,Chonburi,Eastern,0.77,14860,18220,8116,10104,601.91,37.95,563.96
2020,5,Krabi,Southern,0.04,195,198,0,198,12.85,0,12.85
2020,5,Nakhon Sawan,Northern,10.43,6877,6877,6865,12,12.54,12.44,0.1
2020,5,Phangnga,Southern,0.9,1133,1135,0,1135,73.69,0,73.69
2020,5,Phayao,Northern,9.73,2335,2335,2330,5,4,3.96,0.04
2020,5,Phetchaburi,Central,0.36,1645,1670,1645,25,4.38,3.67,0.71
2020,5,Phitsanulok,Northern,10.35,9502,9502,9410,92,17.96,15.68,2.28
2020,5,Phuket,Southern,0.28,3621,3941,0,3941,255.85,0,255.85
2020,5,Prachin Buri,Eastern,0.68,1295,1295,1275,20,3.64,3.1,0.54
2020,5,Prachuap Khiri Khan,Central,0.7,3572,3785,3572,213,17.86,11.83,6.03
2020,5,Ranong,Southern,0.21,231,231,0,231,9.01,0,9.01
2020,5,Roi Et,Northeastern,1.64,1190,1192,1190,2,1.61,1.59,0.02
2020,5,Satun,Southern,0.07,84,95,0,95,2.39,0,2.39
2020,5,Songkhla,Southern,0.09,528,531,0,531,34.47,0,34.47
2020,5,Sukhothai,Northern,9.55,4240,4240,4202,38,7.38,6.85,0.53
2020,5,Surat Thani,Southern,1.78,8239,8239,0,8239,534.87,0,534.87
2020,5,Trang,Southern,0.07,93,94,0,94,3.11,0,3.11
2020,5,Trat,Eastern,0.12,293,293,0,293,16.23,0,16.23
2020,5,Uttaradit,Northern,6.54,1988,1988,1979,9,3.96,3.89,0.07
2020,5,Yala,Southern,0.37,366,387,330,57,2.47,0.85,1.62
2020,6,Ayutthaya,Central,11.03,13005,49438,49268,170,88.51,88.22,0.29
2020,6,Bangkok,Central,13.07,476161,878018,795125,82893,7207.94,5189.09,2018.85
2020,6,Chiang Mai,Northern,15.12,110139,153646,151620,2026,1136.41,1126.37,10.04
2020,6,Chiang Rai,Northern,19.78,48372,69652,68637,1015,367.56,363.02,4.54
2020,6,Chonburi,Eastern,23.67,295090,211505,194406,17099,1291.3,895.64,395.66
2020,6,Kamphaeng Phet,Northern,12.54,6170,13289,13165,124,27.01,26.86,0.15
2020,6,Lampang,Northern,20.14,7238,16496,15704,792,42.35,40.11,2.24
2020,6,Lamphun,Northern,15.39,3180,19763,18866,897,22.92,21.85,1.07
2020,6,Mae Hong Son,Northern,6.58,9123,10849,10214,635,39.33,36.61,2.72
2020,6,Nakhon Sawan,Northern,20.56,18657,54855,54331,524,100.79,99.99,0.8
2020,6,Nan,Northern,27.62,10617,18489,18423,66,49.75,49.64,0.11
2020,6,Phangnga,Southern,13.14,14736,16639,15591,1048,102.58,65.26,37.32
2020,6,Phayao,Northern,14.78,4564,10785,10481,304,18.61,18.17,0.44
2020,6,Phetchabun,Northern,29.34,32079,43367,42819,548,107.84,106.8,1.04
2020,6,Phitsanulok,Northern,25.17,34987,75841,75578,263,130.3,129.67,0.63
2020,6,Phuket,Southern,5.59,72953,79787,79309,478,836.91,829.55,7.36
2020,6,Prachin Buri,Eastern,9.24,10199,29231,29215,16,71.78,71.69,0.09
2020,6,Prachuap Khiri Khan,Central,23.6,123905,220118,219957,161,800.36,798.31,2.05
2020,6,Samut Sakhon,Central,10.92,8301,11795,11771,24,17.76,17.72,0.04
2020,6,Sukhothai,Northern,18.06,14942,37824,36779,1045,63.02,61.31,1.71
2020,6,Surat Thani,Southern,1.8,18742,28101,24814,3287,209.06,163.5,45.56
2020,6,Tak,Northern,14.8,24479,37914,37754,160,101.42,101.2,0.22
2020,6,Trat,Eastern,22.77,37762,41158,40843,315,268.57,263.4,5.17
2020,7,Ayutthaya,Central,38.79,52072,342259,342138,121,487.3,487.12,0.18
2020,7,Bangkok,Central,17.93,643740,1028230,974554,53676,9749.7,8348.66,1401.04
2020,7,Chiang Mai,Northern,44.36,357496,403825,401316,2509,2974.9,2958.86,16.04
2020,7,Chiang Rai,Northern,40.51,134159,147357,146320,1037,870.57,865.52,5.05
2020,7,Chonburi,Eastern,23.14,371657,460470,447880,12590,2120.04,1956.04,164
2020,7,Kamphaeng Phet,Northern,34.83,18865,33627,33510,117,54.54,54.42,0.12
2020,7,Krabi,Southern,6.37,33488,45045,44913,132,610.81,608.93,1.88
2020,7,Lampang,Northern,40.38,23547,60658,59721,937,163.21,160.06,3.15
2020,7,Lamphun,Northern,38.54,10685,60836,60169,667,58.67,58,0.67
2020,7,Loei,Northeastern,31.03,47648,95378,95372,6,163.63,163.6,0.03
2020,7,Mae Hong Son,Northern,18.23,23166,23893,23295,598,80.36,77.34,3.02
2020,7,Nakhon Sawan,Northern,37.28,42279,71230,70848,382,124.62,124.02,0.6
2020,7,Nan,Northern,50.78,28852,41341,41288,53,86.87,86.74,0.13
2020,7,Nonthaburi,Central,19.57,21787,95810,95652,158,113.27,113.09,0.18
2020,7,Phangnga,Southern,8.49,13829,34564,33731,833,126.28,114.91,11.37
2020,7,Phayao,Northern,34.86,12058,33789,33504,285,68.78,68.41,0.37
2020,7,Phetchabun,Northern,45.28,86319,106008,105382,626,251.7,249.81,1.89
2020,7,Phitsanulok,Northern,42.8,78966,147484,147263,221,292.27,291.78,0.49
2020,7,Phuket,Southern,5.13,57992,76186,75845,341,790.12,784.03,6.09
2020,7,Prachin Buri,Eastern,42.52,56154,86332,86312,20,239.18,239.07,0.11
2020,7,Prachuap Khiri Khan,Central,40.99,224481,393239,393124,115,1396.62,1394.83,1.79
2020,7,Satun,Southern,28.15,31014,51034,50929,105,159.86,159.54,0.32
2020,7,Songkhla,Southern,30.46,183480,344347,344180,167,2228.44,2226.72,1.72
2020,7,Sukhothai,Northern,40.62,42207,56388,55281,1107,99.2,96.53,2.67
2020,7,Surat Thani,Southern,11.42,90399,112039,104122,7917,752.02,607.43,144.59
2020,7,Tak,Northern,42.63,68984,92466,92322,144,264.47,264.24,0.23
2020,7,Trat,Eastern,39.53,98169,105270,104929,341,649.97,644.44,5.53
2020,8,Ayutthaya,Central,41.86,57745,397232,397058,174,509.04,508.78,0.26
2020,8,Bangkok,Central,20.63,780196,1799201,1749507,49694,15276.51,14263.35,1013.16
2020,8,Bueng Kan,Northeastern,37.85,16192,26984,26978,6,38.09,38.07,0.02
2020,8,Buriram,Northeastern,33.6,51947,84198,84125,73,118.19,118.04,0.15
2020,8,Chiang Mai,Northern,41.58,332872,375966,373329,2637,2495.44,2477.26,18.18
2020,8,Chiang Rai,Northern,39.12,132684,143607,142504,1103,766.35,758.65,7.7
2020,8,Chonburi,Eastern,29.19,418485,574334,563924,10410,2365.11,2216.56,148.55
2020,8,Kamphaeng Phet,Northern,32.47,17685,30994,30898,96,45.26,45.16,0.1
2020,8,Kanchanaburi,Central,50.85,181482,639974,639769,205,1280.98,1279.44,1.54
2020,8,Khon Kaen,Northeastern,39.42,138790,241433,241357,76,679.55,679.27,0.28
2020,8,Krabi,Southern,8.25,41409,53591,53493,98,653.86,652.73,1.13
2020,8,Lampang,Northern,41.64,24814,59530,58758,772,151.61,149.61,2
2020,8,Lamphun,Northern,39.84,11241,54722,54189,533,50.13,49.62,0.51
2020,8,Loei,Northeastern,33.17,56511,113133,113073,60,174.73,174.57,0.16
2020,8,Mae Hong Son,Northern,22.03,24348,25010,24342,668,80.15,76.78,3.37
2020,8,Nakhon Phanom,Northeastern,40.05,26147,63369,63275,94,91.03,90.73,0.3
2020,8,Nakhon Ratchasima,Northeastern,46.12,317162,567554,565721,1833,1210.22,1201.26,8.96
2020,8,Nakhon Sawan,Northern,40.76,46594,68528,68216,312,113.91,113.44,0.47
2020,8,Nan,Northern,46.53,26918,37414,37341,73,70.78,70.6,0.18
2020,8,Nong Bua Lamphu,Northeastern,22.61,6190,13445,13440,5,11.55,11.54,0.01
2020,8,Nong Khai,Northeastern,41.69,66447,104557,104431,126,204.18,203.76,0.42
2020,8,Nonthaburi,Central,26.84,31227,130004,129875,129,138.35,138.2,0.15
2020,8,Phangnga,Southern,9.57,15316,38890,38396,494,132.29,124.26,8.03
2020,8,Phayao,Northern,37.48,13629,33714,33518,196,65.27,65.02,0.25
2020,8,Phetchabun,Northern,40.02,80240,96640,96132,508,218.08,216.49,1.59
2020,8,Phetchaburi,Central,52.32,246334,563634,563440,194,1376.17,1373.9,2.27
2020,8,Phitsanulok,Northern,44.35,83970,139576,139408,168,262.79,262.41,0.38
2020,8,Phuket,Southern,7.3,82086,104820,104275,545,979.57,970.13,9.44
2020,8,Prachin Buri,Eastern,38.97,51381,78993,78973,20,196.98,196.87,0.11
2020,8,Prachuap Khiri Khan,Central,37.69,215954,430193,429965,228,1376.63,1372.99,3.64
2020,8,Sakon Nakhon,Northeastern,41.91,39016,85476,85406,70,79.82,79.7,0.12
2020,8,Satun,Southern,29.33,29765,52016,51924,92,146.73,146.39,0.34
2020,8,Songkhla,Southern,28.17,136133,287446,287163,283,1673.6,1672.06,1.54
